slice,grayvalue,area,mean_contrast,max_contrast,cx,cy
148,89,13,3.203721,6.7130604,720,752
148,138,6,2.2376866,4.658042,640,829
148,131,6,2.4431887,4.3840394,832,857
149,133,3,1.8222942,4.373506,691,101
149,69,6,1.7995156,3.826818,529,150
149,65,7,2.4015236,4.373506,294,181
149,66,6,2.0045235,4.510178,465,186
149,131,4,2.3917613,3.690146,356,202
149,107,6,2.0956383,3.826818,772,204
149,75,6,2.0956383,4.373506,317,226
149,82,4,3.0409536,4.373506,980,330
149,137,6,2.7334414,4.510178,366,352
149,59,4,2.9042814,3.96349,378,362
149,59,4,2.5626013,3.5534737,438,472
149,120,1,1.5033928,1.5033928,188,526
149,126,4,2.6651053,4.373506,206,542
149,65,3,2.050081,3.96349,431,629
149,118,2,3.485138,4.6468506,795,664
149,110,4,2.5284333,3.96349,694,704
149,107,5,2.2960906,3.96349,701,713
149,67,14,2.1672285,5.6035547,720,752
149,123,6,2.0273025,3.690146,832,857
150,128,3,1.502612,3.5516284,691,101
150,70,9,2.7775557,4.507836,294,181
150,66,2,2.7320218,3.6882296,602,194
150,138,4,3.5857787,4.6444373,356,202
150,110,6,1.6392131,3.9614317,772,204
150,69,6,2.549887,4.371235,317,226
150,75,3,1.4115447,3.8248305,621,227
150,75,6,2.2994516,5.1908417,794,228
150,133,6,2.4360528,5.3274426,642,294
150,63,3,1.0928087,2.4588196,271,301
150,77,6,3.2328923,4.7810383,378,363
150,97,3,2.0034826,3.5516284,533,434
150,84,6,2.0945501,4.371235,779,442
150,62,4,3.7223797,4.507836,438,472
150,125,4,2.6978717,4.234634,206,542
150,119,3,1.1838762,3.5516284,1112,622
150,103,2,2.6637213,3.5516284,694,705
150,105,1,2.868623,2.868623,700,712
150,77,11,2.7568583,6.147049,720,753
150,133,2,3.8248305,4.6444373,268,756
150,66,6,1.8668815,4.7810383,874,823
151,96,6,2.1365283,3.9548504,670,102
151,94,6,1.9774252,5.318592,551,122
151,66,6,2.4092767,3.9548504,294,180
151,90,7,2.3573246,4.0912247,562,193
151,53,2,1.1591803,1.9092381,602,194
151,136,4,3.3752604,4.3639727,632,200
151,93,9,2.3638186,5.7277145,794,229
151,95,4,2.6933894,4.2275987,640,272
151,134,4,3.0002315,4.500347,560,280
151,74,3,2.0910702,4.0912247,271,301
151,70,3,1.86378,2.8638573,421,318
151,71,6,1.7274059,3.9548504,838,350
151,87,11,1.4009345,3.682102,587,356
151,57,4,3.0684185,3.682102,378,362
151,101,3,2.2274444,4.0912247,533,434
151,80,6,2.3183606,3.8184762,779,442
151,133,6,3.3184376,4.9094696,422,446
151,61,2,2.2501736,2.727483,349,452
151,100,1,1.772864,1.772864,771,465
151,131,3,1.86378,3.682102,1169,466
151,70,6,1.6592188,4.3639727,714,508
151,70,6,1.9774252,3.9548504,307,518
151,120,6,2.682025,3.682102,483,632
151,103,6,1.6137608,3.8184762,688,696
151,109,6,1.0455352,3.8184762,695,706
151,99,1,2.4547348,2.4547348,698,710
151,100,1,2.1819863,2.1819863,700,712
151,93,13,2.4442441,6.1368365,719,754
151,135,2,3.0002313,3.2729795,268,756
151,63,6,2.3410897,4.0912247,686,797
152,94,4,3.0230901,4.4836845,588,160
152,95,7,2.6979747,4.6195536,562,193
152,129,2,2.8532538,3.5326,716,197
152,129,4,2.2758098,3.9402077,632,200
152,135,6,2.5815153,5.8423767,794,230
152,109,2,0.0,0.0,763,248
152,97,1,0.13586923,0.13586923,660,255
152,70,1,2.8532538,2.8532538,421,318
152,124,6,2.830609,4.891292,756,349
152,70,6,2.2191975,5.0271616,838,350
152,100,14,1.8536445,5.0271616,587,356
152,117,2,2.1739078,3.6684692,800,363
152,71,4,2.6154828,4.076077,400,370
152,77,6,2.309777,4.6195536,623,372
152,134,6,2.64945,4.755423,636,378
152,76,6,1.8568794,5.1630306,457,444
152,134,3,2.4003565,4.4836845,1169,466
152,43,4,2.5815153,4.076077,864,514
152,120,4,3.430698,4.6195536,562,574
152,128,3,2.1739075,3.9402077,446,597
152,119,6,2.0833282,3.9402077,483,632
152,107,8,1.8002675,4.076077,688,696
152,89,1,0.0,0.0,694,705
152,99,1,2.445646,2.445646,698,710
152,81,13,2.247068,4.891292,719,754
152,111,6,2.2644873,3.6684692,709,820
153,116,4,3.6381128,4.896152,612,80
153,62,6,2.0853982,4.352135,465,108
153,104,4,2.992093,4.080127,588,160
153,127,3,2.810754,4.896152,559,172
153,114,2,1.9720613,2.448076,330,286
153,106,6,2.1760676,4.4881396,848,330
153,111,6,1.7680551,4.760148,586,356
153,61,2,1.5640486,1.6320508,589,356
153,127,2,2.8560886,3.53611,800,363
153,80,4,2.4820771,3.9441226,400,370
153,128,6,2.4254086,3.8081183,636,378
153,120,4,2.6180813,3.6721141,764,406
153,68,4,3.128097,3.9441226,864,514
153,128,3,1.8587245,3.9441226,446,597
153,131,6,2.1080656,4.760148,952,607
153,74,4,3.8081183,4.4881396,814,612
153,91,2,2.0400634,3.1280973,688,697
153,102,7,2.0012052,4.4881396,693,703
153,94,6,2.448076,4.080127,332,712
153,97,1,2.1760676,2.1760676,698,710
153,104,1,3.4001057,3.4001057,703,716
153,66,11,2.6459002,4.6241436,720,754
153,73,6,2.6747496,4.6241436,585,760
153,122,6,2.5614128,4.6241436,709,820
153,66,6,1.9040593,3.8081183,304,838
153,112,6,1.8133897,3.6721141,592,904
154,121,2,3.5904622,4.74212,464,114
154,114,3,2.212989,3.11625,559,172
154,121,3,0.85809785,2.032337,679,187
154,97,3,2.122663,4.064674,904,204
154,119,6,1.9420109,3.929185,708,258
154,130,4,2.1339538,3.7936957,962,298
154,101,6,2.4162228,4.064674,848,330
154,83,6,1.603288,4.877609,824,429
154,102,6,1.7613587,4.4711413,361,442
154,52,2,1.6936141,2.032337,586,520
154,130,6,2.5291305,4.200163,952,607
154,64,4,2.404932,3.5227175,814,612
154,105,2,1.4903804,2.3033152,686,692
154,106,1,3.2517393,3.2517393,690,699
154,105,13,1.9489591,4.74212,692,703
154,98,6,3.071087,5.013098,332,712
154,57,13,2.3762708,5.013098,720,754
154,70,6,2.800109,4.200163,585,760
154,68,4,2.2016983,3.5227175,1074,780
154,69,6,2.5968752,4.3356524,304,838
154,75,4,3.5565896,3.7936957,256,844
154,116,6,2.596875,4.4711413,592,904
155,122,2,3.4561682,4.2016163,464,114
155,118,1,2.575184,2.575184,726,181
155,45,4,1.3892441,4.06608,722,194
155,98,1,0.542144,0.542144,654,217
155,63,9,1.5511343,3.523936,647,249
155,124,6,2.1233976,4.6082244,708,258
155,58,4,2.507416,3.9305441,974,262
155,134,6,1.7619681,3.6594722,962,298
155,132,1,4.8792963,4.8792963,645,312
155,101,4,3.252864,4.06608,736,412
155,71,4,2.8462563,3.7950082,322,412
155,102,2,3.1173282,3.9305441,416,423
155,97,6,1.8071467,3.7950082,361,442
155,65,3,2.3944695,4.472688,689,445
155,61,8,2.5413,3.7950082,586,520
155,130,4,4.1677322,4.74376,438,620
155,113,6,2.4396482,4.2016163,460,638
155,108,2,1.7619681,2.9817922,238,661
155,102,2,2.914024,3.9305441,686,692
155,101,1,2.575184,2.575184,690,699
155,104,10,1.9110577,4.2016163,692,702
155,93,4,2.168576,4.06608,700,714
155,120,6,2.439648,4.472688,877,714
155,63,2,2.4396482,2.71072,720,754
155,63,1,3.3884,3.3884,586,760
155,73,4,3.4222841,4.2016163,1074,780
155,132,4,2.6090682,3.6594722,962,820
155,71,4,3.04956,3.6594722,256,844
155,72,6,2.0782187,4.472688,636,878
156,119,6,2.7423012,4.1808853,614,111
156,57,4,3.3042483,4.45062,722,194
156,73,3,2.2927437,4.5854874,647,250
156,65,2,2.96708,3.5065491,758,250
156,70,4,3.4053986,3.7762837,974,262
156,70,6,2.4725666,4.046018,246,291
156,133,4,3.1693811,4.315753,678,294
156,124,2,3.3042483,3.7762837,645,312
156,97,4,3.169381,4.1808853,736,412
156,69,4,3.2705314,4.8552217,322,412
156,100,2,2.8996463,3.911151,416,423
156,92,6,2.5624783,5.1249566,483,434
156,65,8,2.562478,4.1808853,586,520
156,126,4,3.2030978,4.1808853,438,620
156,113,6,2.4276109,4.1808853,460,638
156,103,6,1.3486727,3.7762837,685,692
156,77,4,1.7532747,3.5065491,688,698
156,105,10,1.8476816,3.911151,692,702
156,102,4,2.6973455,4.046018,700,714
156,121,6,2.0454872,3.6414163,877,714
156,101,1,2.6973455,2.6973455,705,719
156,68,6,2.0679648,5.93416,720,755
156,93,1,3.5065491,3.5065491,868,765
157,133,6,3.0124004,4.016534,614,111
157,59,4,2.342978,4.1504183,728,134
157,75,2,3.3471115,4.8198404,758,250
157,96,6,1.762812,4.1504183,596,293
157,126,4,3.1128137,4.8198404,678,294
157,68,3,1.6958698,3.3471115,484,307
157,83,3,1.6512417,3.748765,473,331
157,76,2,0.40165338,0.80330676,933,378
157,97,8,2.1086802,5.757032,483,434
157,130,6,1.8966964,5.757032,826,573
157,84,6,2.7669456,5.489263,370,647
157,108,8,2.2927713,4.418187,692,703
157,109,4,2.4433913,4.1504183,700,714
157,94,1,1.740498,1.740498,705,719
157,73,9,1.8446304,4.418187,720,755
157,84,1,2.2760358,2.2760358,868,765
157,69,6,2.3876064,3.8826494,636,1169
158,69,4,3.6514368,3.850606,728,134
158,114,6,1.8810431,4.2489448,822,160
158,128,4,2.755175,5.1784015,544,264
158,86,3,2.2572517,4.116165,473,331
158,117,6,1.5712242,3.9833856,826,573
158,91,4,2.556006,3.7178266,318,644
158,90,4,1.4273798,3.585047,692,704
158,72,9,2.4490445,4.2489448,720,755
158,103,6,1.9474329,4.2489448,810,871
158,67,6,2.5892007,3.7178266,636,1169
159,114,6,2.072601,4.8948665,822,160
159,80,6,1.7639159,4.762573,531,202
159,139,6,2.954559,4.8948665,673,238
159,111,4,2.7781672,4.630279,544,264
159,134,4,3.2081218,3.5719295,282,500
159,70,4,3.373489,4.1011043,458,578
159,62,4,3.6380763,4.233398,894,586
159,115,6,1.741867,4.8948665,1010,610
159,121,4,3.373489,5.291747,912,622
159,99,4,3.307342,4.1011043,318,644
159,106,6,1.1685942,4.1011043,683,688
159,80,9,1.9550067,4.762573,720,756
160,126,6,2.5693638,4.611678,608,72
160,79,2,2.7011256,4.3481536,640,84
160,80,6,1.9764336,4.8752027,531,202
160,144,6,2.6572053,5.2704897,673,238
160,127,2,3.2281747,3.952867,432,240
160,67,6,2.5254428,4.0846295,504,408
160,132,6,2.1740768,3.952867,957,420
160,129,4,3.228175,4.611678,282,500
160,71,4,3.1952343,4.2163916,484,500
160,58,4,2.7999477,3.5575805,458,578
160,43,4,2.6023042,4.611678,894,586
160,116,6,1.4493847,3.8211048,1010,610
160,113,4,3.1952345,4.0846295,912,622
160,98,4,3.3599372,4.0846295,318,644
160,96,4,2.6681855,5.006965,696,708
160,72,6,1.9983939,5.2704897,720,756
160,33,4,3.3599372,4.479916,724,758
160,60,6,2.4595616,3.952867,744,828
161,71,4,3.798932,4.360513,640,84
161,82,4,2.8409402,3.831966,688,142
161,78,6,2.5105984,5.021197,597,294
161,69,6,2.04812,4.0962396,732,295
161,124,6,1.695755,4.2283764,542,338
161,72,6,2.0481198,4.6247864,242,391
161,66,6,2.4445302,4.360513,504,408
161,129,6,2.114188,3.831966,957,420
161,59,1,1.1892308,1.1892308,608,432
161,113,2,2.3123932,3.5676925,674,432
161,60,5,1.9027693,4.6247864,470,442
161,115,4,2.6097012,4.360513,310,456
161,74,6,2.5326211,4.4926496,484,501
161,68,6,3.1272366,4.0962396,946,530
161,104,4,2.3123932,3.5676925,1006,666
161,103,10,2.2066836,4.6247864,696,710
161,66,6,1.4094588,4.0962396,720,757
161,66,6,2.3344162,4.88906,744,828
161,120,6,2.4004843,3.831966,322,1012
162,71,6,2.1959212,4.084413,597,294
162,122,6,2.1520026,3.952658,542,338
162,55,1,0.65877634,0.65877634,608,432
162,116,2,2.7668605,3.952658,674,432
162,75,8,1.6634103,4.6114345,469,442
162,137,6,2.9425342,4.74319,310,457
162,134,6,2.1080842,4.479679,704,491
162,65,6,2.8766565,4.3479238,946,530
162,58,4,2.8327382,3.952658,938,620
162,133,6,1.6030222,4.3479238,894,640
162,120,6,2.7449014,5.401966,1006,666
162,83,2,1.1857975,1.8445737,680,684
162,114,7,1.8257515,4.2161684,687,696
162,104,9,2.1080842,6.5877633,697,710
162,64,8,1.7128185,3.8209028,720,757
162,122,6,1.9982882,4.084413,322,1012
163,131,4,3.4526172,4.340433,604,178
163,121,2,2.959386,4.2089047,498,249
163,111,6,2.6744082,4.735018,586,427
163,56,4,2.5648012,3.5512633,470,442
163,116,4,2.3017447,3.6827917,310,456
163,68,4,2.9265041,4.2089047,466,498
163,68,4,3.419735,3.9458482,938,620
163,133,6,1.9510027,4.340433,894,640
163,103,4,2.4990373,3.8143198,842,654
163,118,4,1.841396,3.5512633,1006,666
163,110,6,1.8633171,5.1296024,687,696
163,96,6,2.3017447,6.313357,697,710
163,80,6,2.082531,4.0773764,911,752
163,63,8,1.8907189,3.9458482,720,757
164,111,1,2.7586572,2.7586572,749,147
164,131,6,1.839105,4.991856,712,162
164,122,4,3.1855922,3.546845,604,178
164,101,2,0.7881878,1.5763756,498,249
164,40,1,0.0,0.0,441,362
164,51,2,1.9047871,3.546845,264,406
164,121,6,3.2403276,4.8604913,586,427
164,142,4,3.1855922,3.8095744,242,460
164,74,6,2.8024457,4.203668,898,468
164,83,4,3.6453686,4.8604913,466,498
164,107,6,2.4083517,4.203668,842,654
164,97,6,1.4450108,4.203668,687,696
164,78,6,2.495928,3.8095744,911,752
164,73,6,2.07994,4.4663973,720,758
165,110,1,2.6198673,2.6198673,749,147
165,128,6,2.3578806,5.370728,695,240
165,122,6,1.2226048,3.6678143,503,244
165,137,6,2.510706,5.5017214,615,316
165,92,6,2.750861,4.1917877,507,358
165,112,6,2.5107062,4.1917877,369,364
165,53,2,2.0303972,3.536821,264,406
165,110,6,2.6198673,3.929801,586,427
165,102,6,2.969183,5.1087413,361,442
165,143,4,3.4058275,4.0607944,242,460
165,74,6,2.4452095,4.715761,898,468
165,78,6,1.7684103,4.1917877,913,480
165,125,6,2.4015448,4.1917877,863,552
165,74,4,2.4561257,3.7988076,1018,628
165,92,4,2.1613905,3.536821,842,654
165,131,6,2.7508605,4.715761,250,998
166,81,4,2.6411052,3.6518984,566,236
166,123,6,1.7607368,4.0431733,503,244
166,130,6,2.260699,3.9127483,492,270
166,132,6,2.1520116,3.7823234,615,316
166,87,1,0.0,0.0,478,349
166,87,6,2.4128616,4.0431733,507,358
166,86,6,1.8476868,5.2169976,913,480
166,76,2,3.3910487,3.5214736,208,500
166,107,6,2.782399,5.2169976,909,550
166,125,6,2.2389615,4.956148,863,552
166,66,3,3.2171485,3.7823234,874,612
166,85,8,2.0541928,5.2169976,1018,628
166,78,6,1.956374,4.1735983,428,658
166,82,6,3.2606237,6.3908224,412,672
167,117,3,1.8725762,4.1806355,887,131
167,121,4,2.4822524,3.5274112,472,198
167,118,4,3.658056,4.441925,340,200
167,59,4,2.743542,3.658056,802,208
167,128,1,4.0499907,4.0499907,797,217
167,89,4,3.7233784,4.7032146,566,236
167,135,6,3.0048316,4.441925,492,270
167,80,2,0.71854675,0.78386915,478,350
167,96,1,0.0,0.0,808,450
167,111,1,1.4370934,1.4370934,694,490
167,63,2,2.3516073,2.8741868,208,500
167,103,6,2.2209625,4.3112803,909,550
167,78,4,1.9923341,4.0499907,1018,628
167,77,6,2.1120918,3.7887008,428,658
167,61,6,2.2427366,4.3112803,412,672
167,114,6,1.5895123,4.7032146,685,694
167,112,4,2.2209625,3.7887008,694,708
167,39,2,2.286285,3.658056,721,758
167,111,6,3.200799,4.83386,741,826
168,64,6,1.4124093,4.563168,405,118
168,79,6,2.1729372,4.041663,359,128
168,116,3,1.6079735,3.9112868,887,131
168,117,4,2.9986534,4.041663,562,178
168,71,6,2.0860198,4.1720395,661,190
168,129,4,2.3793662,3.7809107,472,198
168,109,4,2.737901,3.5201583,340,200
168,66,4,3.357188,3.9112868,802,208
168,128,6,1.9991022,3.7809107,378,224
168,66,4,2.0208316,3.5201583,494,242
168,85,2,0.7822574,1.5645148,560,261
168,87,6,1.8252673,4.4327917,906,478
168,114,4,3.2594059,4.302416,826,514
168,100,12,1.9013201,4.9542966,685,694
168,115,4,2.5423365,4.563168,694,708
168,108,6,2.8900068,4.6935444,741,826
168,70,6,2.3467722,4.041663,515,840
168,126,6,1.9991021,4.1720395,782,914
144,108,6,7.0212836,8.67335,562,408
144,95,7,6.5885997,8.67335,561,408
144,75,3,3.8089314,3.9924943,1039,630
144,108,3,4.4514017,5.3692164,696,706
144,120,3,3.7171497,3.9924943,929,792
144,115,3,3.6253684,3.8548222,493,210
144,128,3,3.7630405,4.1301665,995,296
144,95,9,5.950499,8.67335,561,409
144,115,3,3.7630408,4.405511,906,501
144,115,3,3.7630405,3.9924943,458,1045
144,114,3,3.8548222,4.267839,501,99
144,134,3,3.4418056,3.5794778,770,145
144,62,3,3.6712592,4.405511,961,254
144,74,3,3.8548222,4.5431833,309,309
144,103,3,3.3959148,3.5794778,612,328
144,68,3,3.4876964,3.71715,180,356
144,122,3,4.1760573,5.6445613,514,376
144,67,3,4.084276,4.6808558,995,398
144,115,3,3.3959148,3.5794778,674,571
144,65,3,3.4418056,3.71715,768,719
144,135,3,3.3500242,3.4418056,914,1043
144,93,4,3.4762237,3.8548222,497,1104
144,120,3,3.71715,4.405511,728,1103
144,95,3,3.4418056,3.71715,481,155
144,124,3,3.3959148,3.71715,874,168
144,71,3,3.2582426,3.3041334,526,211
144,129,3,3.9466038,4.405511,535,219
144,126,3,3.7630408,4.267839,535,233
144,65,3,3.5794775,3.9924943,631,264
144,135,3,3.3500242,3.4418056,983,341
144,74,3,3.6712592,4.5431833,221,440
144,94,3,3.350024,3.4418056,745,534
144,116,3,3.3041332,3.5794778,754,546
144,90,3,3.9466038,5.093872,759,583
144,109,3,3.6253684,3.8548222,521,651
144,51,3,3.6253684,4.1301665,570,669
144,72,3,3.6253684,4.1301665,931,669
144,75,3,4.1760573,4.6808558,968,707
144,62,3,3.579478,4.267839,719,751
144,78,3,3.5335872,4.1301665,928,783
144,97,3,3.7171497,4.1301665,844,1064
144,116,3,3.2582426,3.4418056,418,133
144,117,3,3.350024,3.71715,506,139
144,113,3,3.5335872,4.1301665,467,178
144,72,3,3.5335872,4.1301665,382,183
144,70,3,3.2582426,3.71715,1003,189
144,63,3,3.2582426,3.71715,270,195
144,132,3,3.4418056,4.1301665,602,200
144,68,3,3.5335872,4.1301665,623,246
144,132,3,3.166461,3.3041334,750,261
144,114,3,3.8548222,4.6808558,646,315
144,62,4,3.0976248,3.3041334,1034,352
144,121,3,3.6253684,3.9924943,291,353
144,70,3,3.2123518,3.3041334,685,418
144,87,5,3.4968743,4.267839,967,428
144,118,3,3.4418056,3.8548222,276,473
144,88,3,3.2582426,3.4418056,1066,486
144,69,3,3.6253684,4.1301665,299,502
144,73,3,3.350024,3.8548222,176,529
144,126,3,3.2582426,3.5794778,1045,600
144,70,3,3.71715,4.5431833,840,628
144,70,3,3.0287888,3.0287888,800,635
144,114,3,3.3041334,3.4418056,543,648
144,134,3,3.1205702,3.3041334,442,656
144,124,3,3.350024,3.5794778,888,658
144,119,3,3.4418056,3.71715,1134,679
144,62,3,3.350024,3.71715,521,683
144,50,3,3.0746794,3.166461,302,703
144,109,3,3.0746796,3.166461,832,709
144,98,3,3.4418056,3.8548222,710,721
144,90,3,3.3041334,3.4418056,1048,721
144,126,3,3.5335867,3.9924943,530,738
144,114,3,3.350024,3.5794778,547,737
144,54,4,3.4418056,4.267839,720,750
144,73,3,3.350024,3.71715,557,755
144,129,3,3.2582426,3.5794778,421,761
144,128,3,3.350024,3.8548222,54,766
144,65,3,3.3959148,3.71715,431,781
144,131,3,3.4418056,3.71715,374,820
144,121,3,3.166461,3.3041334,851,827
144,116,3,3.3041334,3.4418056,715,891
144,134,3,3.2123518,3.4418056,926,907
144,82,3,3.3959148,3.71715,188,930
144,75,3,3.0746794,3.166461,457,993
144,132,3,3.2582426,3.4418056,742,1084
144,56,3,3.2582426,3.71715,623,153
144,75,3,3.6253684,5.093872,503,156
144,135,3,3.3959148,4.1301665,547,169
144,58,3,3.1205704,3.3041334,598,169
144,132,3,3.350024,4.1301665,758,182
144,74,3,3.4418056,3.8548222,365,202
144,110,3,3.350024,4.1301665,506,201
144,67,3,2.9370072,3.0287888,276,217
144,132,3,3.5335872,4.1301665,479,217
144,127,3,3.6253688,4.267839,480,232
144,128,3,2.9370072,3.0287888,711,256
144,83,3,3.2123518,3.8548222,722,287
144,57,3,3.4418056,4.267839,671,308
144,131,3,3.7630405,4.405511,291,315
144,118,3,2.982898,3.0287888,532,345
144,110,3,2.982898,3.166461,677,350
144,69,3,2.982898,3.0287888,810,351
144,55,4,3.1664612,3.4418056,794,352
144,61,3,2.982898,3.166461,783,368
144,73,4,2.994371,3.166461,976,370
144,93,3,3.0746796,3.4418056,501,416
144,134,3,3.0287888,3.3041334,559,427
144,101,3,2.9370072,3.0287888,740,426
144,97,6,3.3959148,4.267839,966,428
144,91,3,3.2582426,3.5794778,463,445
144,69,3,3.0746796,3.3041334,487,445
144,107,3,2.982898,3.0287888,624,460
144,78,3,3.0746796,3.166461,613,464
144,102,3,3.1664612,3.5794778,601,467
144,71,3,3.5794775,4.8185277,828,472
144,88,3,3.2582426,3.9924943,751,520
144,73,3,3.0287888,3.3041334,759,521
144,102,3,2.982898,3.0287888,705,534
144,112,3,3.350024,4.1301665,674,550
144,74,3,3.1205704,3.5794778,1167,558
144,67,3,2.9370072,3.0287888,469,560
144,118,5,3.1939957,3.5794778,674,572
144,114,3,3.2123518,3.71715,539,579
144,68,3,3.6253684,3.9924943,781,632
144,73,3,3.8089314,4.9562,496,645
144,70,3,3.6253684,4.405511,812,671
144,30,3,3.1205704,3.3041334,721,682
144,64,3,3.350024,3.71715,214,718
144,65,4,3.200879,3.8548222,538,722
144,115,3,3.0746796,3.3041334,1131,732
144,60,3,3.2582424,3.8548222,587,758
144,114,3,3.4876964,4.405511,282,807
144,123,3,3.3959148,4.267839,601,810
144,130,4,3.097625,3.3041334,850,828
144,73,3,3.2582426,3.5794778,551,857
144,104,4,3.4073877,3.71715,728,895
144,101,3,3.1664612,3.5794778,464,944
144,136,3,3.0746796,3.166461,829,943
144,113,3,3.2582426,3.71715,847,945
144,58,3,2.982898,3.166461,632,958
144,124,3,2.982898,3.166461,715,1062
144,128,3,2.9370072,3.0287888,713,1083
144,134,3,3.1664612,3.3041334,764,1121
144,118,3,3.166461,3.4418056,751,1201
144,88,3,3.2123518,3.71715,756,49
144,57,3,3.3959148,3.8548222,809,69
144,121,3,3.1205704,3.5794778,791,78
144,138,3,3.3041332,4.267839,723,79
144,101,3,2.8452256,2.8911166,679,98
144,63,3,3.166461,3.5794778,449,102
144,100,3,2.982898,3.3041334,808,104
144,85,3,2.845226,3.0287888,947,137
144,68,3,3.3041334,3.5794778,558,142
144,112,3,3.1664612,3.4418056,829,141
144,129,3,2.9370072,3.0287888,623,158
144,74,3,2.8911164,3.0287888,336,173
144,123,3,2.845226,3.0287888,542,195
144,66,3,3.0287888,3.5794778,668,222
144,80,3,3.1664612,3.8548222,943,230
144,121,4,3.5106416,4.267839,534,233
144,109,3,3.0746796,3.4418056,829,241
144,59,3,2.982898,3.3041334,298,250
