cluster_root,volume_name,n_seed,n_seed_regions,n_seed_total,fill_pca,snr_cluster,r_peak,r_peak_ratio,peak_offset,snr_peak,linearity,planarity,sphericity,axis_z,normal_z,edge_contrast,decay_drop,seed_grown_ratio,diag,gs_median,gs_p90,gs_peak,gs_shell_median,gs_contrast,volume_mm3,z_extent_mm,y_extent_mm,x_extent_mm,radial_pos_frac,dist_to_z_boundary_mm,ml_label,sample_weight
"('M50L-10', 9, 4076, 145, 928)",M50L-10,6,3,9,0.4014,22.8956,15.0,1.34,1.3851,5.1193,0.6147,0.3479,0.0373,0.3095,0.0623,3.4085,1.3641,0.3127,0.9761,140.0,145.5,150.0,125.0,15.0,0.00015892037492649532,0.09842610000000002,0.0656174,0.1312348,0.966,0.01640435,0,0.2
"('M50L-10', 13, 4077, 161, 963)",M50L-10,3,3,7,0.3779,19.0252,15.0,1.3441,1.4113,5.1193,0.4751,0.4356,0.0893,0.1714,0.0726,3.0636,1.0226,0.3441,0.9657,142.0,146.0,147.0,127.0,15.0,0.00011036137147673285,0.08202175,0.04921305000000001,0.09842610000000002,0.966,0.0,0,0.5
"('M50L-10', 9, 4076, 172, 983)",M50L-10,4,5,8,0.425,25.0419,17.0,1.5,0.6815,5.7975,0.7289,0.2341,0.037,0.0402,0.1528,3.4111,1.0248,0.2374,0.9514,141.0,146.0,148.0,127.0,14.0,0.0001854071040809112,0.08202175,0.08202175,0.14763915000000002,0.965,0.01640435,0,0.2
"('M50L-10', 11, 4077, 731, 400)",M50L-10,5,1,5,0.471,17.306,18.0,1.5859,1.8636,6.1432,0.5303,0.2698,0.1998,0.9406,0.2481,3.4059,0.6804,0.326,0.8904,126.5,136.3,143.0,120.0,6.5,8.828909718138628e-05,0.08202175,0.0656174,0.04921305000000001,0.451,0.0,0,0.07692307692307693
"('M50L-10', 12, 4077, 1226, 1049)",M50L-10,3,4,7,0.2224,17.8091,16.0,1.4367,3.0457,5.4606,0.6172,0.332,0.0508,0.1326,0.0878,4.4279,2.3851,0.3918,1.2786,141.0,145.0,148.0,132.0,9.0,9.711800689952491e-05,0.08202175,0.0656174,0.09842610000000002,0.971,0.0,0,0.3333333333333333
"('M50L-10', 13, 4077, 260, 1100)",M50L-10,3,1,3,0.6366,9.3752,15.0,1.0909,1.4182,5.1193,0.9375,0.0,0.0625,1.0,0.0,4.091,0.3421,0.7818,1.0,139.0,139.7,140.0,138.0,1.0,1.7657819436277256e-05,0.0656174,0.01640435,0.01640435,0.958,0.0,0,0.5
"('M50L-10', 14, 4075, 264, 1105)",M50L-10,3,1,3,0.6366,8.6935,15.0,1.1765,0.3922,5.1155,0.9375,0.0,0.0625,1.0,0.0,3.7521,0.3431,0.8039,1.0,139.0,140.4,141.0,137.0,2.0,1.7657819436277256e-05,0.0656174,0.01640435,0.01640435,0.958,0.01640435,0,0.2
"('M50L-10', 14, 4075, 264, 1105)",M50L-10,6,1,6,0.5236,15.3138,13.0,1.1207,0.5615,4.4334,0.5029,0.3647,0.1325,0.8733,0.0692,3.0738,0.6799,0.4483,1.0355,143.0,145.0,145.0,134.0,9.0,6.621682288603971e-05,0.0656174,0.04921305000000001,0.04921305000000001,0.959,0.0328087,0,0.2
"('M50L-10', 14, 4076, 823, 355)",M50L-10,3,2,4,0.3533,15.1347,18.0,1.4625,0.9208,6.1432,0.6236,0.2228,0.1536,0.7698,0.0726,3.7513,0.6818,0.4062,1.1504,137.0,145.8,147.0,118.0,19.0,5.738791316790108e-05,0.0656174,0.0656174,0.0328087,0.546,0.01640435,0,0.3333333333333333
"('M50L-11', 14, 209, 746, 623)",M50L-11,5,2,7,0.4958,16.3422,22.0,1.5,0.6677,7.0741,0.7047,0.1397,0.1556,0.9185,0.2353,4.3409,0.6444,0.6761,1.0395,138.5,146.8,149.0,119.0,19.5,5.297345830883177e-05,0.0656174,0.0328087,0.04921305000000001,0.162,0.0328087,0,0.5
"('M50L-11', 17, 207, 763, 786)",M50L-11,6,3,11,0.3648,21.3037,23.0,1.4322,2.0322,7.4094,0.2314,0.6493,0.1193,0.8089,0.0489,5.1445,0.8068,0.7509,0.922,136.0,143.0,146.0,116.0,20.0,7.504573260417834e-05,0.08202175,0.04921305000000001,0.0656174,0.145,0.0,0,0.07142857142857142
"('M50L-11', 16, 209, 779, 763)",M50L-11,6,3,11,0.4316,21.404,23.0,1.5069,1.5676,7.4094,0.1664,0.747,0.0866,0.4509,0.0675,3.8635,1.4489,0.6828,0.9416,136.0,145.0,146.0,121.0,15.0,8.387464232231696e-05,0.08202175,0.04921305000000001,0.0656174,0.142,0.0,0,0.125
"('M50L-11', 19, 208, 813, 727)",M50L-11,4,1,4,0.4026,15.6134,14.0,1.1546,0.8164,4.5101,0.7162,0.178,0.1058,0.1291,0.3022,3.5425,1.6071,0.2887,1.0532,136.5,147.0,151.0,122.0,14.5,7.063127774510903e-05,0.04921305000000001,0.0656174,0.08202175,0.178,0.0,0,0.125
"('M50L-11', 11, 209, 815, 718)",M50L-11,9,3,13,0.3035,27.6741,20.0,1.5932,3.9631,6.431,0.8247,0.1455,0.0298,0.168,0.1055,3.5339,1.1248,0.3525,0.8532,138.0,142.4,147.0,120.0,18.0,0.00020747937837625776,0.08202175,0.04921305000000001,0.21325655000000002,0.179,0.0328087,0,0.07692307692307693
"('M50L-11', 3, 208, 824, 725)",M50L-11,4,1,4,0.2744,15.6261,17.0,1.3564,0.8298,5.4715,0.5326,0.2839,0.1835,0.2218,0.3839,3.5401,1.2892,0.3298,0.9833,132.0,137.2,139.0,123.0,9.0,6.621682288603971e-05,0.0656174,0.04921305000000001,0.08202175,0.194,0.01640435,0,0.07692307692307693
"('M50L-11', 3, 815, 799, 721)",M50L-11,22,2,23,0.3138,28.704,28.0,1.5008,1.8347,7.615,0.6726,0.19,0.1375,0.8308,0.2711,4.2163,1.0877,0.8023,0.9626,134.5,142.0,146.0,118.0,16.5,0.00014126255549021805,0.11483045000000001,0.08202175,0.08202175,0.153,9.9738448,0,0.07692307692307693
"('M50L-11', 14, 817, 800, 718)",M50L-11,3,1,3,0.6257,12.1139,21.0,1.3333,0.1741,5.7106,0.3375,0.5625,0.1,0.7071,0.0,3.3992,0.8157,0.4524,1.0541,131.0,135.6,137.0,118.0,13.0,3.531563887255451e-05,0.04921305000000001,0.01640435,0.04921305000000001,0.153,10.0066535,0,0.07142857142857142
"('M50L-11', 3, 818, 788, 757)",M50L-11,3,1,3,0.6366,8.0065,19.0,1.1176,0.0,5.1664,0.8889,0.0,0.1111,1.0,0.0,4.6228,2.4471,1.0,1.0,138.0,139.6,140.0,117.5,20.5,1.3243364577207943e-05,0.04921305000000001,0.01640435,0.01640435,0.151,10.02305785,0,0.16666666666666666
"('M50L-11', 15, 895, 788, 730)",M50L-11,6,1,6,0.5899,13.2066,20.0,1.2329,0.7333,5.4274,0.5779,0.3552,0.0669,0.4927,0.0,3.5278,0.9498,0.7329,0.9666,146.0,148.2,149.0,125.0,21.0,3.973009373162383e-05,0.04921305000000001,0.01640435,0.0656174,0.137,11.2861928,0,0.09090909090909091
"('M50L-11', 4, 911, 800, 713)",M50L-11,7,1,7,0.5126,18.2725,29.0,1.6111,0.7824,7.8681,0.3379,0.561,0.1011,0.3479,0.0541,4.612,1.0853,0.6151,1.0164,137.5,143.0,148.0,117.0,20.5,6.180236802697039e-05,0.0656174,0.0328087,0.0656174,0.152,11.548662400000001,0,0.08333333333333333
"('M50L-11', 16, 931, 769, 757)",M50L-11,3,1,3,0.5526,11.1688,20.0,1.2844,0.5992,5.4219,0.5352,0.1763,0.2885,0.2673,0.0986,4.3375,1.6265,0.4954,0.9344,124.0,126.6,129.0,109.0,15.0,3.0901184013485196e-05,0.0328087,0.0328087,0.04921305000000001,0.126,11.876749400000001,0,0.09090909090909091
"('M50L-11', 0, 1219, 800, 710)",M50L-11,5,1,5,0.5139,15.0175,23.0,1.5481,0.7431,6.2134,0.8628,0.1158,0.0214,0.1129,0.0,3.1066,1.0806,0.4471,0.8553,138.0,140.0,146.0,120.0,18.0,6.180236802697039e-05,0.04921305000000001,0.01640435,0.1312348,0.151,16.601202200000003,0,0.1111111111111111
"('M50L-11', 13, 1229, 798, 676)",M50L-11,4,1,4,0.6028,10.7538,23.0,1.2921,0.3721,6.2142,0.5854,0.2927,0.122,0.9487,0.0,5.1335,2.1615,0.8652,0.9545,128.0,131.4,133.0,114.0,14.0,2.207227429534657e-05,0.04921305000000001,0.01640435,0.0328087,0.158,16.7652457,0,0.3333333333333333
"('M50L-11', 14, 1266, 800, 705)",M50L-11,4,1,4,0.4255,13.8041,22.0,1.4915,0.729,5.9436,0.5485,0.2928,0.1586,0.0372,0.4068,3.1068,0.8105,0.4237,0.8127,140.5,144.8,149.0,125.0,15.5,5.297345830883177e-05,0.04921305000000001,0.0328087,0.08202175,0.152,17.372206650000003,0,0.07142857142857142
"('M50L-11', 14, 1346, 794, 741)",M50L-11,9,1,9,0.433,21.3343,25.0,1.6129,1.3543,6.7484,0.3331,0.3607,0.3062,0.7962,0.3943,2.9694,0.8099,0.4342,0.878,139.0,145.0,149.0,126.0,13.0,0.00011477582633580216,0.08202175,0.04921305000000001,0.08202175,0.15,18.684554650000003,0,0.1
"('M50L-11', 14, 1355, 597, 786)",M50L-11,5,1,5,0.4565,14.8204,25.0,1.6414,0.5311,6.747,0.21,0.3699,0.4201,0.0528,0.2363,2.9688,1.0795,0.4899,0.7893,134.0,139.2,144.0,123.0,11.0,5.738791316790108e-05,0.0656174,0.0656174,0.04921305000000001,0.203,18.832193800000002,1,0.07142857142857142
"('M50L-11', 17, 1443, 845, 711)",M50L-11,3,1,3,0.5591,8.0874,18.0,1.0385,0.4623,4.8488,0.5333,0.2667,0.2,0.7071,0.0,4.0407,1.0775,1.0,1.118,134.0,134.8,135.0,121.0,13.0,1.3243364577207943e-05,0.0328087,0.0328087,0.01640435,0.222,20.2757766,1,0.07142857142857142
"('M50L-11', 0, 1536, 793, 639)",M50L-11,3,1,3,0.4825,10.3308,20.0,1.2766,0.702,5.3841,0.5034,0.2551,0.2415,0.1128,0.4328,4.4419,1.0768,0.5957,0.946,146.5,152.0,154.0,125.0,21.5,2.6486729154415886e-05,0.0328087,0.0328087,0.04921305000000001,0.177,21.80138115,0,0.07142857142857142
"('M50L-11', 4, 1568, 584, 698)",M50L-11,3,1,3,0.5591,7.6178,17.0,1.0408,0.4618,4.5776,0.5333,0.2667,0.2,0.7071,0.0,4.3084,1.077,1.0,1.118,130.0,130.0,130.0,118.0,12.0,1.3243364577207943e-05,0.0328087,0.0328087,0.01640435,0.187,22.326320350000003,0,0.07142857142857142
"('M50L-11', 10, 1679, 266, 1080)",M50L-11,7,1,7,0.5212,14.5758,20.0,1.2291,0.3509,5.4014,0.2988,0.4817,0.2195,0.276,0.1329,4.0511,0.6752,0.7039,1.0825,142.0,152.0,152.0,125.0,17.0,4.8559003449762456e-05,0.04921305000000001,0.04921305000000001,0.04921305000000001,0.896,24.147203200000003,0,0.1
"('M50L-11', 17, 1697, 825, 1287)",M50L-11,3,1,3,0.5008,16.4187,21.0,1.4651,0.2071,5.6699,0.4102,0.1578,0.432,0.9126,0.4011,2.97,1.08,0.2287,0.7131,136.0,140.9,145.0,126.0,10.0,7.946018746324766e-05,0.08202175,0.04921305000000001,0.04921305000000001,0.923,24.442481500000003,1,0.07142857142857142
"('M50L-11', 9, 1761, 180, 882)",M50L-11,22,1,22,0.5582,30.0169,34.0,1.6488,0.7677,9.1907,0.371,0.2007,0.4283,0.7722,0.1423,4.866,1.2164,0.8361,0.7988,139.0,149.4,153.0,124.0,15.0,0.00012801919091301011,0.08202175,0.0656174,0.0656174,0.861,25.492359900000004,1,0.07142857142857142
"('M50L-11', 6, 1892, 1198, 793)",M50L-11,14,1,14,0.4469,24.178,28.0,1.6399,0.6631,7.6307,0.5769,0.1524,0.2707,0.013,0.0476,4.4961,1.6349,0.6095,0.8073,136.0,144.0,149.0,122.0,14.0,0.00011919028119487148,0.0656174,0.08202175,0.09842610000000002,0.782,27.641329750000004,1,0.07142857142857142
"('M50L-11', 0, 1991, 1258, 458)",M50L-11,17,1,17,0.5036,26.533,41.0,2.2688,0.3991,11.3756,0.0283,0.4161,0.5556,0.6814,0.3313,4.9941,1.11,0.7273,0.7277,139.0,144.6,160.0,121.0,18.0,0.00012360473605394078,0.0656174,0.08202175,0.0656174,0.948,29.265360400000002,1,0.07142857142857142
"('M50L-11', 16, 2004, 571, 721)",M50L-11,3,1,3,0.5842,8.7567,18.0,1.1429,0.4647,5.0038,0.7576,0.1294,0.1129,0.8507,0.0,4.0311,1.1118,0.8095,0.9919,135.0,136.4,137.0,122.0,13.0,1.7657819436277256e-05,0.04921305000000001,0.01640435,0.0328087,0.208,29.478616950000003,1,0.1
"('M50L-11', 12, 2131, 610, 695)",M50L-11,3,1,3,0.6028,9.1888,16.0,1.1111,0.4815,4.5672,0.5854,0.2927,0.122,0.9487,0.0,4.5656,1.1413,0.6528,0.9545,122.0,123.6,124.0,107.0,15.0,2.207227429534657e-05,0.04921305000000001,0.01640435,0.0328087,0.147,31.561969400000002,0,0.07142857142857142
"('M50L-11', 4, 2254, 659, 599)",M50L-11,3,1,3,0.6366,8.9413,17.0,1.0968,0.698,4.9033,0.0,0.75,0.25,1.0,0.0,4.4706,1.1537,0.8065,1.0,135.5,136.0,136.0,121.0,14.5,1.7657819436277256e-05,0.0328087,0.0328087,0.01640435,0.178,29.741086550000002,0,0.1
"('M50L-11', 7, 2265, 793, 753)",M50L-11,3,1,3,0.4749,8.509,17.0,1.1525,0.62,4.9035,0.5916,0.1015,0.3069,0.7071,0.7071,4.7593,1.298,0.8136,1.2371,125.5,126.7,127.0,112.0,13.5,1.7657819436277256e-05,0.0328087,0.0328087,0.0328087,0.159,29.560638700000002,0,0.07142857142857142
"('M50L-11', 10, 2273, 840, 666)",M50L-11,3,1,3,0.6028,9.1599,17.0,1.1972,0.4614,4.9042,0.5854,0.2927,0.122,0.9487,0.0,4.6157,1.0097,0.662,0.9545,158.0,159.6,160.0,131.0,27.0,2.207227429534657e-05,0.04921305000000001,0.01640435,0.0328087,0.221,29.429403900000004,0,0.16666666666666666
"('M50L-11', 13, 2393, 820, 634)",M50L-11,4,1,4,0.4602,12.3337,19.0,1.4074,0.7598,5.4894,0.5711,0.3178,0.1111,0.9854,0.1494,3.0335,1.1555,0.4889,0.9968,152.5,156.2,158.0,141.0,11.5,4.414454859069314e-05,0.0656174,0.0328087,0.04921305000000001,0.211,27.460881900000004,0,0.3333333333333333
"('M50L-11', 12, 2580, 830, 636)",M50L-11,3,1,3,0.4825,9.7966,16.0,1.1566,1.291,4.6258,0.5034,0.2551,0.2415,0.9677,0.2521,4.1922,0.8674,0.5663,0.946,145.0,151.0,152.0,127.0,18.0,2.6486729154415886e-05,0.04921305000000001,0.0328087,0.0328087,0.222,24.39326845,0,0.07142857142857142
"('M50L-11', 14, 2640, 797, 752)",M50L-11,3,1,3,0.4183,9.0518,16.0,1.1429,1.3347,4.6264,0.6338,0.1686,0.1975,0.9585,0.2851,3.7589,0.4337,0.6714,1.0158,134.0,135.0,135.0,120.0,14.0,2.207227429534657e-05,0.04921305000000001,0.0328087,0.0328087,0.164,23.40900745,0,0.3333333333333333
"('M50L-11', 12, 3054, 661, 758)",M50L-11,3,1,3,0.4824,9.1652,16.0,1.1268,1.1023,4.6184,0.5461,0.2256,0.2283,0.8117,0.4177,4.6184,0.8659,0.662,0.9123,122.0,122.6,123.0,107.0,15.0,2.207227429534657e-05,0.04921305000000001,0.0328087,0.0328087,0.115,16.61760655,0,0.07142857142857142
"('M50L-11', 18, 3095, 792, 1175)",M50L-11,3,1,3,0.3858,12.4191,18.0,1.3235,0.7642,5.1979,0.595,0.2468,0.1582,0.4852,0.3568,3.1765,1.4438,0.375,1.0062,155.5,163.0,163.0,140.0,15.5,4.414454859069314e-05,0.0656174,0.0328087,0.0656174,0.751,15.945028200000001,1,0.07142857142857142
"('M50L-11', 12, 3096, 1020, 1119)",M50L-11,7,1,7,0.5683,19.63,27.0,1.7763,0.754,7.7969,0.0777,0.2498,0.6725,0.639,0.3934,4.0428,1.1551,0.4737,0.7632,132.5,141.2,145.0,124.0,8.0,8.828909718138628e-05,0.0656174,0.04921305000000001,0.0656174,0.817,15.928623850000001,1,0.07142857142857142
"('M50L-11', 14, 3153, 655, 800)",M50L-11,3,1,3,0.4589,9.7013,19.0,1.2667,0.2091,5.4955,0.4138,0.1655,0.4207,1.0,0.0,4.917,1.4462,0.7067,0.8028,140.0,144.0,146.0,124.0,16.0,2.207227429534657e-05,0.04921305000000001,0.0328087,0.0328087,0.176,14.993575900000002,0,0.3333333333333333
"('M50L-11', 15, 3327, 808, 1096)",M50L-11,7,1,7,0.4637,16.8669,26.0,1.7257,0.5864,7.5153,0.2322,0.4714,0.2965,0.5295,0.5543,3.7577,1.1562,0.5841,0.8769,134.0,140.6,147.0,124.0,10.0,6.621682288603971e-05,0.0656174,0.04921305000000001,0.0656174,0.64,12.139219,1,0.07142857142857142
"('M50L-11', 4, 3443, 683, 1138)",M50L-11,7,1,7,0.5506,16.4421,26.0,1.5838,0.3041,7.5172,0.2143,0.0714,0.7143,0.0,0.7071,4.3369,0.8674,0.6904,0.8819,137.5,140.9,147.0,125.0,12.0,5.297345830883177e-05,0.04921305000000001,0.04921305000000001,0.04921305000000001,0.687,10.236314400000001,1,0.07142857142857142
"('M50L-11', 13, 3467, 613, 600)",M50L-11,3,3,5,0.3931,15.3209,18.0,1.3585,1.477,5.2032,0.3835,0.3822,0.2343,0.9625,0.2528,3.758,1.1563,0.3915,0.8171,127.0,131.0,132.0,115.0,12.0,7.063127774510903e-05,0.08202175,0.0656174,0.0656174,0.209,9.84261,1,0.3333333333333333
"('M50L-11', 18, 3521, 762, 833)",M50L-11,5,1,5,0.6366,11.1928,18.0,1.1368,1.0328,5.1947,0.5556,0.3333,0.1111,1.0,0.0,3.8961,0.8658,0.8842,1.0,156.0,161.0,162.0,143.0,13.0,2.6486729154415886e-05,0.04921305000000001,0.01640435,0.0328087,0.23,8.956775100000002,0,0.1
"('M50L-11', 8, 3540, 841, 658)",M50L-11,3,1,3,0.5339,9.5233,20.0,1.2121,0.1843,5.7717,0.5357,0.3214,0.1429,1.0,0.0,4.6174,1.7315,0.8182,0.8819,148.0,150.4,151.0,128.0,20.0,1.7657819436277256e-05,0.04921305000000001,0.0328087,0.01640435,0.219,8.645092450000002,0,0.07142857142857142
"('M50L-11', 11, 3598, 746, 783)",M50L-11,8,1,8,0.4637,17.9733,30.0,1.7411,0.8111,8.6788,0.6806,0.1408,0.1786,0.2754,0.5492,4.0502,1.0125,0.7143,0.8423,130.0,137.0,143.0,117.0,13.0,5.738791316790108e-05,0.04921305000000001,0.08202175,0.0328087,0.147,7.693640150000001,0,0.1
"('M50L-11', 16, 3598, 743, 785)",M50L-11,3,1,3,0.478,10.7398,16.0,1.219,0.798,4.629,0.612,0.121,0.2669,0.3916,0.8805,3.1824,1.1571,0.4476,1.0703,138.0,144.1,149.0,114.5,23.5,3.531563887255451e-05,0.0328087,0.04921305000000001,0.04921305000000001,0.148,7.693640150000001,0,0.07142857142857142
"('M50L-11', 12, 3599, 754, 778)",M50L-11,6,3,16,0.3153,27.9499,33.0,1.7749,2.1483,9.5473,0.9068,0.0466,0.0466,0.0844,0.897,4.9182,1.4464,0.7351,1.1735,129.0,141.0,146.0,112.0,17.0,0.00011919028119487148,0.04921305000000001,0.1312348,0.11483045000000001,0.146,7.677235800000001,0,0.07142857142857142
"('M50L-11', 8, 3599, 786, 739)",M50L-11,3,1,3,0.6366,12.5276,28.0,1.12,0.04,8.1007,0.8889,0.0,0.1111,1.0,0.0,5.4974,-0.7234,1.0,1.0,144.0,147.2,148.0,121.0,23.0,1.3243364577207943e-05,0.04921305000000001,0.01640435,0.01640435,0.141,7.677235800000001,0,0.07142857142857142
"('M50L-11', 3, 3599, 789, 655)",M50L-11,3,1,3,0.6028,11.7741,28.0,1.5385,0.5277,8.1007,0.5854,0.2927,0.122,0.9487,0.0,4.0503,0.2894,0.7253,0.9545,134.0,144.4,148.0,117.0,17.0,2.207227429534657e-05,0.04921305000000001,0.01640435,0.0328087,0.144,7.677235800000001,0,0.07142857142857142
"('M50L-11', 14, 3599, 792, 720)",M50L-11,22,1,22,0.2958,34.1002,33.0,1.9196,2.6007,9.5479,0.8802,0.0326,0.0872,0.009,0.6922,3.4722,0.868,0.6275,0.9966,129.0,143.8,149.0,115.0,14.0,0.00020747937837625776,0.08202175,0.09842610000000002,0.1640435,0.138,7.677235800000001,0,1.0
"('M50L-11', 2, 3599, 793, 666)",M50L-11,4,1,4,0.5366,12.2836,27.0,1.5577,0.6052,7.8114,0.2083,0.6667,0.125,0.4472,0.0,4.0507,1.0126,0.7596,0.9428,136.5,142.5,147.0,117.0,19.5,2.6486729154415886e-05,0.04921305000000001,0.01640435,0.04921305000000001,0.143,7.677235800000001,0,0.07142857142857142
"('M50L-11', 6, 3599, 794, 669)",M50L-11,6,1,6,0.5469,13.4049,24.0,1.554,1.7884,6.9435,0.8601,0.1042,0.0357,0.2751,0.0,5.2075,2.3145,0.7554,1.0584,135.0,143.4,149.0,115.0,20.0,3.973009373162383e-05,0.04921305000000001,0.01640435,0.08202175,0.142,7.677235800000001,0,0.07142857142857142
"('M50L-11', 14, 3599, 796, 687)",M50L-11,30,1,30,0.4631,35.1063,29.0,1.4733,3.487,8.3905,0.9673,0.0252,0.0076,0.0626,0.0423,6.3649,2.0251,0.873,0.9947,141.0,147.3,149.0,116.0,25.0,0.00016774928464463392,0.0656174,0.0328087,0.24606525,0.14,7.677235800000001,0,0.08333333333333333
"('M50L-11', 8, 3600, 785, 738)",M50L-11,22,1,22,0.4187,29.1586,31.0,1.8711,1.4866,8.9692,0.7464,0.1236,0.1299,0.0124,0.8396,3.9059,1.0129,0.7096,0.8459,129.0,141.0,145.0,115.0,14.0,0.00016333482978556462,0.0656174,0.08202175,0.1312348,0.138,7.660831450000001,0,0.16666666666666666
"('M50L-11', 18, 3600, 793, 715)",M50L-11,8,3,16,0.3962,25.5668,27.0,1.7012,2.047,7.8119,0.8494,0.0779,0.0727,0.0058,0.7239,4.0503,1.1573,0.6321,0.8677,131.0,140.0,145.0,116.0,15.0,0.00013684810063114875,0.04921305000000001,0.0656174,0.14763915000000002,0.138,7.660831450000001,0,0.2
"('M50L-11', 2, 3600, 795, 706)",M50L-11,6,1,6,0.4222,16.6208,28.0,1.6884,1.2499,8.1012,0.6707,0.248,0.0813,0.2443,0.3221,3.9059,1.3019,0.608,0.96,131.5,139.7,146.0,115.0,16.5,5.297345830883177e-05,0.04921305000000001,0.0328087,0.08202175,0.139,7.660831450000001,0,0.1
"('M50L-11', 14, 3618, 619, 661)",M50L-11,3,1,3,0.5339,8.9789,19.0,1.2258,0.9522,5.5035,0.5357,0.3214,0.1429,1.0,0.0,4.9237,0.7242,0.8226,0.8819,123.0,125.4,126.0,107.0,16.0,1.7657819436277256e-05,0.04921305000000001,0.0328087,0.01640435,0.146,7.365553150000001,0,0.09090909090909091
"('M50L-11', 11, 3621, 1045, 920)",M50L-11,10,1,10,0.3572,21.0835,30.0,1.9771,0.844,8.6914,0.7136,0.089,0.1974,0.504,0.645,3.6214,1.1588,0.5559,0.7951,134.0,144.4,148.0,125.0,8.5,0.00010153246175859423,0.0656174,0.04921305000000001,0.11483045000000001,0.631,7.316340100000001,1,0.16666666666666666
"('M50L-11', 18, 3658, 183, 499)",M50L-11,13,1,13,0.4397,24.8865,34.0,1.9429,0.7373,9.8695,0.6909,0.1152,0.1939,0.2651,0.4902,5.225,1.016,0.681,1.0432,143.0,153.8,159.0,124.0,19.0,0.00010594691661766354,0.0656174,0.08202175,0.08202175,0.871,6.709379150000001,1,0.07142857142857142
"('M50L-11', 3, 3958, 734, 575)",M50L-11,3,1,3,0.4864,10.3482,17.0,1.2143,0.5939,5.1306,0.6373,0.1269,0.2358,0.8795,0.0724,4.5267,1.2071,0.5714,0.9981,126.0,128.0,128.0,115.0,11.0,2.6486729154415886e-05,0.04921305000000001,0.0328087,0.0328087,0.19,1.7880741500000001,0,0.07142857142857142
"('M50L-11', 13, 4028, 800, 663)",M50L-11,3,1,3,0.5402,9.8154,14.0,1.12,0.8016,4.4914,0.0,0.6,0.4,0.7071,0.5774,4.0055,1.6041,0.56,1.118,138.0,143.0,143.0,121.0,17.0,2.6486729154415886e-05,0.0328087,0.0328087,0.0328087,0.155,0.6397696500000001,0,0.3333333333333333
"('M50L-12', 14, 206, 595, 755)",M50L-12,3,3,5,0.3951,17.573,22.0,1.7323,2.1305,6.8124,0.6738,0.2721,0.0541,0.5872,0.0113,4.1766,0.9296,0.3228,1.0396,129.0,140.1,142.0,116.0,13.0,8.828909718138628e-05,0.08202175,0.04921305000000001,0.09842610000000002,0.177,0.0,0,1.0
"('M50L-12', 14, 206, 634, 99)",M50L-12,7,2,9,0.3408,22.798,17.0,1.3846,2.2901,5.2641,0.9027,0.0827,0.0146,0.0591,0.099,4.3309,1.857,0.3145,1.011,140.0,142.0,143.0,130.5,9.5,0.00015892037492649532,0.08202175,0.19685220000000003,0.04921305000000001,0.962,0.0,0,0.2
"('M50L-12', 14, 206, 635, 781)",M50L-12,3,1,3,0.6366,8.509,14.0,1.0182,1.4727,4.3352,0.9375,0.0,0.0625,1.0,0.0,3.4029,0.3077,0.7636,1.0,139.0,139.0,139.0,123.0,16.0,1.7657819436277256e-05,0.0656174,0.01640435,0.01640435,0.148,0.0,0,1.0
"('M50L-12', 14, 206, 644, 788)",M50L-12,6,3,8,0.286,18.1989,20.0,1.5209,2.2543,6.1931,0.4385,0.3858,0.1758,0.1698,0.0907,3.2509,0.9292,0.4905,1.0427,133.5,140.0,144.0,119.0,14.5,8.828909718138628e-05,0.08202175,0.08202175,0.04921305000000001,0.147,0.0,0,1.0
"('M50L-12', 14, 206, 794, 737)",M50L-12,10,2,12,0.4638,21.6206,20.0,1.4876,1.7479,6.1931,0.6795,0.2329,0.0876,0.2635,0.0891,4.9525,1.857,0.5124,1.0079,130.0,140.0,142.0,112.0,18.0,0.00011919028119487148,0.0656174,0.09842610000000002,0.0656174,0.154,0.0,0,1.0
"('M50L-12', 9, 295, 608, 498)",M50L-12,8,1,8,0.5296,18.7832,22.0,1.5661,1.2436,6.4151,0.6915,0.0856,0.2228,0.992,0.1067,4.0848,1.7491,0.4678,0.9167,131.0,137.0,140.0,121.0,10.0,9.27035520404556e-05,0.08202175,0.04921305000000001,0.04921305000000001,0.361,1.4599871500000001,1,0.07692307692307693
"('M50L-12', 8, 788, 627, 782)",M50L-12,5,1,5,0.338,12.4,24.0,1.3884,0.4983,6.5072,0.3656,0.424,0.2105,0.9253,0.091,3.5247,1.0845,0.7851,0.8261,135.0,140.2,142.0,118.0,17.0,3.0901184013485196e-05,0.0656174,0.04921305000000001,0.0328087,0.163,9.5473317,0,0.09090909090909091
"('M50L-12', 19, 809, 626, 681)",M50L-12,3,1,3,0.5591,7.9801,18.0,1.0588,0.4577,4.8784,0.5333,0.2667,0.2,0.7071,0.0,4.8784,1.4906,1.0,1.118,126.0,127.6,128.0,110.0,16.0,1.3243364577207943e-05,0.0328087,0.0328087,0.01640435,0.126,9.891823050000001,0,0.07142857142857142
"('M50L-12', 3, 877, 612, 750)",M50L-12,4,1,4,0.3931,14.3135,24.0,1.5738,0.9352,6.5029,0.7619,0.1458,0.0923,0.4429,0.0237,3.2512,0.8129,0.4262,1.27,133.0,143.2,147.0,116.0,17.0,5.297345830883177e-05,0.0656174,0.04921305000000001,0.0656174,0.154,11.00731885,0,0.07142857142857142
