noise_seed,noise_condition,bit_depth,noise_mean_before,noise_mean_after,particle_sigma,amplitude_snr,interpolation_order,theta_deg,phi_deg,particle_id,top_k,z,y,x,radius_xy,rotated_z,rotated_y,rotated_x,peak_contrast_before,peak_contrast_after,peak_contrast_retention,peak_contrast_drop,integrated_contrast_before,integrated_contrast_after,integrated_contrast_retention,integrated_contrast_drop,peak_cnr_before,peak_cnr_after,peak_cnr_retention,integrated_cnr_before,integrated_cnr_after,integrated_cnr_retention
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,54,7,128.0,512.0,640.0,128.0,128.21744268596558,478.7247156174707,636.420022384157,20.0,17.0,0.85,0.15000000000000002,122.0,113.0,0.9262295081967213,0.07377049180327866,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,55,7,128.0,512.0,768.0,256.0,128.4332324771945,445.595877844348,760.0583398369926,20.0,17.0,0.85,0.15000000000000002,122.0,110.0,0.9016393442622951,0.09836065573770492,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,56,7,128.0,512.0,896.0,384.0,128.64902226842347,412.46704007122537,883.696657289828,20.0,17.0,0.85,0.15000000000000002,122.0,113.0,0.9262295081967213,0.07377049180327866,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,57,7,128.0,545.1288452148438,635.6384887695312,127.99998550969676,128.2250549002813,511.85356497749507,640.7814954859407,20.0,18.0,0.9,0.09999999999999998,125.0,115.0,0.92,0.07999999999999996,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,58,7,128.0,578.2576904296875,759.2770385742188,256.0000299748263,128.44845700872253,511.853560767336,768.7813449959037,20.0,17.0,0.85,0.15000000000000002,123.0,113.0,0.9186991869918699,0.08130081300813008,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,59,7,128.0,611.3865356445312,882.91552734375,384.0000154845229,128.67185901426717,511.8535723542378,896.7811355505229,20.0,18.0,0.9,0.09999999999999998,125.0,116.0,0.928,0.07199999999999995,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,60,7,128.0,576.0,622.8512573242188,128.0000048842193,128.2174426954735,544.9823897040255,636.4200278317875,20.0,18.0,0.9,0.09999999999999998,123.0,118.0,0.959349593495935,0.04065040650406504,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,61,7,128.0,640.0,733.7025146484375,256.0000097684386,128.43323249621037,578.1112260174577,760.0583507322534,20.0,18.0,0.9,0.09999999999999998,123.0,114.0,0.926829268292683,0.07317073170731703,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,62,7,128.0,704.0,844.5537719726562,384.00001465265785,128.6490222969472,611.2400623308902,883.6966736327192,20.0,18.0,0.9,0.09999999999999998,124.0,116.0,0.9354838709677419,0.06451612903225812,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,63,7,128.0,602.5096435546875,602.5096435546875,127.99996544059366,128.19512467646027,575.8535361108901,623.632757850383,20.0,18.0,0.9,0.09999999999999998,128.0,117.0,0.9140625,0.0859375,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,64,7,128.0,693.0193481445312,693.0193481445312,256.00001719793306,128.38859658865155,639.8535619895598,734.4838855218251,20.0,17.0,0.85,0.15000000000000002,122.0,112.0,0.9180327868852459,0.08196721311475408,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,65,7,128.0,783.5289916992188,783.5289916992188,383.9999826385267,128.5820683703752,703.8535447098566,845.3349384408865,20.0,18.0,0.9,0.09999999999999998,128.0,118.0,0.921875,0.078125,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,66,7,128.0,622.8512573242188,576.0,128.0000048842193,128.15962198821853,602.3632268301101,603.2912365288151,20.0,17.0,0.85,0.15000000000000002,123.0,114.0,0.926829268292683,0.07317073170731703,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,67,7,128.0,733.7025146484375,640.0,256.0000097684386,128.31759108170044,692.8729002696269,693.8007681263088,20.0,17.0,0.85,0.15000000000000002,123.0,112.0,0.9105691056910569,0.08943089430894313,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,68,7,128.0,844.5537719726562,704.0,384.00001465265785,128.47556017518235,783.3825737091437,784.3102997238024,20.0,17.0,0.85,0.15000000000000002,124.0,116.0,0.9354838709677419,0.06451612903225812,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,69,7,128.0,635.6384887695312,545.1288452148438,127.99998550969676,128.11335391502254,622.7047867325794,576.781610243167,20.0,19.0,0.95,0.050000000000000044,125.0,119.0,0.952,0.04800000000000004,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,70,7,128.0,759.2770385742188,578.2576904296875,256.0000299748263,128.2250549628795,733.5560790299992,640.7815313520496,20.0,18.0,0.9,0.09999999999999998,123.0,114.0,0.926829268292683,0.07317073170731703,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,71,7,128.0,882.91552734375,611.3865356445312,384.0000154845229,128.33675598316543,844.4073123719852,704.781436663895,20.0,17.0,0.85,0.15000000000000002,125.0,114.0,0.912,0.08799999999999997,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,0,7,512.0,512.0,640.0,128.0,514.1684006741262,478.7247156174707,635.7232279869054,20.0,18.0,0.9,0.09999999999999998,122.0,114.0,0.9344262295081968,0.06557377049180324,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,1,7,512.0,512.0,768.0,256.0,516.3261901280355,445.595877844348,759.3429030086216,20.0,17.0,0.85,0.15000000000000002,122.0,112.0,0.9180327868852459,0.08196721311475408,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,2,7,512.0,512.0,896.0,384.0,518.4839795819446,412.46704007122537,882.9625780303377,20.0,17.0,0.85,0.15000000000000002,122.0,113.0,0.9262295081967213,0.07377049180327866,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,3,7,512.0,545.1288452148438,635.6384887695312,127.99998550969676,514.2445189912986,511.85356497749507,640.0840434571105,20.0,18.0,0.9,0.09999999999999998,125.0,117.0,0.936,0.06399999999999995,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,4,7,512.0,578.2576904296875,759.2770385742188,256.0000299748263,516.4784277912944,511.853560767336,768.0645928954863,20.0,18.0,0.9,0.09999999999999998,123.0,115.0,0.9349593495934959,0.06504065040650409,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,5,7,512.0,611.3865356445312,882.91552734375,384.0000154845229,518.7123355623761,511.8535723542378,896.0450833874074,20.0,18.0,0.9,0.09999999999999998,125.0,115.0,0.92,0.07999999999999996,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,6,7,512.0,576.0,622.8512573242188,128.0000048842193,514.1684007692006,544.9823897040255,635.7232334337144,20.0,19.0,0.95,0.050000000000000044,123.0,120.0,0.975609756097561,0.024390243902439046,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,7,7,512.0,640.0,733.7025146484375,256.0000097684386,516.3261903181842,578.1112260174577,759.3429139022396,20.0,18.0,0.9,0.09999999999999998,123.0,118.0,0.959349593495935,0.04065040650406504,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,8,7,512.0,704.0,844.5537719726562,384.00001465265785,518.4839798671678,611.2400623308902,882.9625943707648,20.0,18.0,0.9,0.09999999999999998,124.0,117.0,0.9435483870967742,0.056451612903225756,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,9,7,512.0,602.5096435546875,602.5096435546875,127.99996544059366,513.9452317963562,575.8535361108901,622.9378915422802,20.0,19.0,0.95,0.050000000000000044,128.0,123.0,0.9609375,0.0390625,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,10,7,512.0,693.0193481445312,693.0193481445312,256.00001719793306,515.8798536771063,639.8535619895598,733.7723048604807,20.0,18.0,0.9,0.09999999999999998,122.0,115.0,0.9426229508196722,0.05737704918032782,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,11,7,512.0,783.5289916992188,783.5289916992188,383.9999826385267,517.8144742532454,703.8535447098566,844.6066434375718,20.0,19.0,0.95,0.050000000000000044,128.0,120.0,0.9375,0.0625,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,12,7,512.0,622.8512573242188,576.0,128.0000048842193,513.59022275799,602.3632268301101,602.5994373557069,20.0,17.0,0.85,0.15000000000000002,123.0,115.0,0.9349593495934959,0.06504065040650409,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,13,7,512.0,733.7025146484375,640.0,256.0000097684386,515.1698342957629,692.8729002696269,693.0953217462244,20.0,18.0,0.9,0.09999999999999998,123.0,114.0,0.926829268292683,0.07317073170731703,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,14,7,512.0,844.5537719726562,704.0,384.00001465265785,516.7494458335359,783.3825737091437,783.591206136742,20.0,17.0,0.85,0.15000000000000002,124.0,117.0,0.9435483870967742,0.056451612903225756,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,15,7,512.0,635.6384887695312,545.1288452148438,127.99998550969676,513.1275652808848,622.7047867325794,576.0938082441728,20.0,20.0,1.0,0.0,125.0,122.0,0.976,0.02400000000000002,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,16,7,512.0,759.2770385742188,578.2576904296875,256.0000299748263,514.2445196172495,733.5560790299992,640.0840793178113,20.0,18.0,0.9,0.09999999999999998,123.0,116.0,0.943089430894309,0.05691056910569103,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,17,7,512.0,882.91552734375,611.3865356445312,384.0000154845229,515.3614736779174,844.4073123719852,704.0743345967949,20.0,18.0,0.9,0.09999999999999998,125.0,116.0,0.928,0.07199999999999995,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,1.0,18,7,384.0,512.0,640.0,128.0,386.1878956941081,478.7247156174707,637.9571360108777,20.0,18.0,0.9,0.09999999999999998,122.0,111.0,0.9098360655737705,0.0901639344262295,,,,,,
